"FULL_Charge","FULL_AcidicMolPerc","FULL_AURR980107","FULL_DAYM780201","FULL_GEOR030101","FULL_OOBM850104","NT_EFC195","AS_MeanAmphiMoment","AS_DAYM780201","AS_FUKS010112","CT_RACS820104","CLASS"
-2,10.526,0.977,77.934,0.982,-1.902,0,5.459,64.556,5.358,1.186,0
-1,8,0.963,78.8,1.03,-1.592,0,5.211,76.278,6.054,1.078,0
-6,25.926,1.083,72.519,0.997,0.416,0,5.267,66.778,5.513,1.177,0
-3,14.286,1.04,79.071,0.961,-1.436,0,5.14,81.222,5.818,1.149,0
2,11.765,1.056,78.235,1.014,-3.142,0,5.301,78.235,6.526,1.156,0
-1,23.077,1.073,94,0.984,-1.976,0,7.156,94,5.792,1.016,0
-4,12.245,1.049,73.633,0.98,-2.396,0,5.316,65.111,6.099,1.178,0
3,8.696,1.055,75.652,1.011,-1.455,0,5.327,78.833,5.892,1.163,0
-1,13.636,0.888,67.5,0.958,-1.741,0,5.413,64.889,5.656,1.469,0
-0.5,20,1.191,82,1.013,-2.49,0,5.368,76.833,6.786,1.234,0
-4,29.412,1.334,89.706,1.021,0.261,0,5.713,89.706,5.915,1.119,0
-0.5,14.286,0.996,70.048,0.994,-2.636,0,5.51,67.778,5.096,1.3,0
-1,13.462,0.928,83.692,0.977,-2.342,0,5.574,79.889,5.681,1.193,0
-0.5,17.391,1.066,67.87,1.045,-0.542,0,5.416,71.833,5.101,1.33,0
0,17.647,1.114,76.471,1.009,-4.208,0,5.431,76.471,6.911,0.916,0
-3,21.429,0.984,84.929,0.948,-2.089,0,6.639,84.929,6.418,1.351,0
1,6.667,0.923,77.533,0.991,-3.501,0,6.452,77.533,6.382,0.99,0
0,7.317,0.953,69.78,0.997,-1.116,0,6.081,71.389,5.544,1.165,0
-2,8.696,0.986,73.783,0.974,-1.758,0,5.792,77.667,5.348,1.137,0
-3,19.231,1.111,88.077,0.976,-1.593,0,5.786,90.556,5.983,1.117,0
3,0,0.906,65.15,0.971,-1.075,0,5.942,65.111,4.849,1.398,0
-3.5,18.182,1.112,84.848,0.998,-0.979,0,6.016,82,6.394,1.048,0
3,7.407,0.973,71.667,1.008,-0.152,0,6.106,72.278,5.109,1.436,0
-2,11.765,1.155,85.235,1.015,-0.504,0,6.358,85.235,5.565,0.948,0
2.5,13.333,1.101,82.033,1.008,-1.347,0,6.247,77.833,5.852,1.099,0
0,16.667,1.048,82,1.034,-1.476,0,9.12,82,6.067,1.212,0
-3,19.565,1.1,77.348,0.996,-1.781,0,6.295,81.389,5.396,1.198,0
1,6.667,0.895,70.667,1.014,-3.418,0,7.445,70.667,5.727,1.118,0
-1,15.625,1.053,80,0.991,-2.472,0,6.182,83,6.296,1.114,0
-2,15.789,1.202,79.895,1.015,-1.159,0,6.256,82.111,6.938,0.933,0
0,20,1.035,79.6,0.996,-2.079,0,7.601,79.6,6.435,1.35,0
2,12.5,1.076,87.167,1.016,-0.704,0,6.488,85.833,5.763,1.349,0
-6,27.273,1.316,86.394,1.022,1.366,0,6.534,86.778,6.418,1.109,0
1,5.882,0.979,73.765,0.986,-4.66,0,6.967,73.765,6.938,0.951,0
-2,11.94,0.988,75.104,0.993,-2.856,0,6.872,79.389,6.631,1.096,0
-4,14.815,1.054,80.963,1.009,-0.807,0,7.006,73.611,6.362,1.21,0
-3,23.077,1.084,81.654,1.014,-0.664,0,6.837,83.167,6.028,1.097,0
1,21.951,1.117,83.537,0.997,-1.648,0,6.996,87.556,6.726,1.045,0
0,11.111,1.076,82.937,1.015,-2.072,0,7.091,81.333,6.504,1.057,0
-2,20,1.169,72.467,1.055,-1.773,0,7.909,72.467,5.933,1.013,0
-7.5,22.222,1.142,79.378,1.014,-1.493,0,6.662,77.444,6.433,1.127,0
0.5,9.091,1.009,64.727,0.955,-3.468,0,10.59,64.727,5.505,1.259,0
-0.5,15.385,1.182,86.154,1.05,0.851,0,8.641,86.154,5.188,1.281,0
-1.5,10,1.036,74.9,0.983,-1.777,0,6.094,74.944,6.149,1.006,0
-1,14.634,0.967,80.146,0.989,-3.151,0,6.38,76.722,5.871,1.143,0
-1,9.091,0.968,70.364,0.991,-3.155,0,6.253,65.722,6.022,1.146,0
0,9.375,0.96,69.75,1.018,-2.884,0,6.273,76.556,5.084,1.306,0
0,13.793,1.032,79.31,1.005,0.781,0,6.284,84.167,5.36,1.13,0
2,10.294,0.992,74.272,1.002,-1.666,0,6.519,67.278,5.913,1.131,0
-0.5,11.111,1.028,69.444,1.027,-1.154,0,6.503,69.667,5.622,1.155,0
1,5.882,0.892,83.412,0.984,-2.556,0,6.847,83.412,5.263,1.086,0
2,3.125,0.963,69.906,1.007,-1.808,0,6.544,68.833,5.247,1.164,0
3,13.115,1.131,78.738,1.017,-1.258,0,6.697,71.778,5.06,0.901,0
2.5,10.667,1,81.547,0.992,-1.641,1,6.46,86.722,5.251,1.064,0
0,3.846,0.817,89.385,0.999,-0.727,0,6.395,88.167,5.918,1.221,0
2,0,1.127,83.333,1.015,-1.399,0,7.662,83.333,5.989,1.144,0
0,7.143,1.006,84.929,1.005,-3.106,0,8.679,84.929,5.212,1.02,0
-2.5,15.789,1.049,82.026,1.005,-1.234,0,6.81,75.611,6.764,1.046,0
-0.5,7.143,1.03,79.607,0.987,-2.259,0,6.788,78.222,5.508,1.074,0
4,12.5,1.049,72.229,1.02,-1.762,0,6.871,74.556,5.978,1.235,0
0.5,9.677,1.005,82.129,0.984,-3.097,0,6.619,83.778,6.233,1.134,0
-1,23.077,1.136,84.923,0.984,-3.148,0,8.916,84.923,5.634,1.18,0
-1.5,18.919,1.176,82,1.028,-0.258,0,6.446,76.944,6.014,1.383,0
1,6.25,0.883,82.469,0.964,-3.929,0,6.462,81.333,6.543,1.088,0
3,17.568,1.073,72.257,0.996,-1.188,0,6.835,65.222,5.256,1.271,0
0,17.391,1.025,82.13,1.013,-2.225,0,6.893,85.5,5.69,1.187,0
0.5,8,0.961,73.24,0.977,-1.64,0,6.817,72.5,5.411,1.265,0
-0.5,14.706,1.098,82.794,1.013,-0.525,0,7.068,82.5,6.243,1.148,0
3,9.231,1.087,75.708,1.033,-0.742,0,7.228,79.944,6.238,1.211,0
4,0,0.845,72.522,1.013,-3.884,0,7.391,68.667,6.152,1.531,0
0.5,11.765,1.001,81.059,1.002,-2.682,0,7.756,81.059,6.127,1.244,0
2,15.625,1.094,75.406,1.013,-2.733,0,7.447,78.667,6.178,1.019,0
5,10.526,1.142,78.579,1.041,-0.709,0,7.364,76.278,5.573,1.223,0
5.5,3.333,0.957,64.567,1.017,-3.344,0,7.658,64.833,6.448,1.318,0
1.5,10,0.982,80.35,1.012,-0.148,0,7.718,81.167,5.623,1.193,0
0,21.429,1.135,73.786,1.023,-4.855,0,9.887,73.786,6.647,1.042,0
4,0,0.933,67.846,0.968,-3.988,0,10.97,67.846,5.709,1.507,0
-0.5,9.375,1.059,84.094,0.965,-1.652,0,8.074,80,6.156,1.123,0
0,9.375,1.035,80.563,1.035,-0.869,0,7.964,74.778,6.097,1.226,0
1,16.667,1.012,86.944,0.996,0.683,0,7.931,86.944,5.821,1.291,0
-1,11.111,1.01,77.148,0.977,-1.073,0,8.108,82.556,5.757,1.181,0
1.5,11.538,1.045,84.385,0.995,-1.2,0,7.909,84.5,5.527,1.158,0
-2.5,18.519,1.106,78.037,1.041,-1.125,0,7.914,80.389,5.952,1.126,0
-1,13.636,0.912,82.045,0.997,-1.44,0,8.081,77.944,5.418,1.265,0
5.5,0,0.917,80.256,1.048,-2.8,0,8.132,74.056,5.376,1.272,0
0,12.903,1.051,71.645,1.028,-1.165,0,8.139,70.222,6.088,1.31,0
1,17.241,1.091,83.621,1.001,-2.394,0,8.045,84.222,6.644,0.996,0
-2,19.444,1.12,77.167,0.993,-2.344,0,7.676,74.833,6.053,0.982,0
0,12.5,0.928,86.125,0.97,-3.222,0,8.183,86.125,6.39,1.118,0
1,8.824,0.953,79.559,1.014,-0.844,0,7.399,81.333,6.04,1.459,0
0,13.333,0.955,88.267,0.957,-2.751,0,8.639,88.267,5.662,0.97,0
3.5,3.125,0.961,74.781,1.015,-3.48,0,7.39,85.056,5.957,1.08,0
-4.5,17.143,1.111,70.514,1.021,-1.23,0,7.488,74.889,5.788,1.088,0
-2,8.333,0.896,93.083,0.968,-2.325,0,7.397,101.611,6.237,1.132,0
-2.5,18.75,1.064,77.375,0.997,1.802,0,7.933,77.375,5.04,1.166,0
1,13.636,0.95,83.136,0.976,-2.205,0,6.955,83.667,5.489,1.271,0
-2,12.5,0.947,81.95,0.975,-1.76,0,6.696,83.167,6.11,1.14,0
1,5.263,0.943,75.474,0.991,-0.716,0,6.748,78.556,5.547,1.444,0
5,6.897,1.1,71.655,1.001,-1.558,0,6.777,67.778,5.518,1.217,0
-0.5,11.475,0.949,78.508,0.982,-2.415,0,7.011,70.444,6.201,1.26,0
3,4.255,0.994,76.681,0.996,-2.645,0,6.98,73.556,6.484,1.148,0
-0.5,11.111,1.058,71.5,1.009,1.981,0,6.755,71.5,5.373,1.108,0
2,6.897,0.995,72.276,1.001,-2.367,1,7.06,63.278,4.602,1.456,0
-0.5,12.295,1.007,81.23,0.993,-1.754,0,6.995,74.667,6.216,0.988,0
-3,14.286,1.058,79.333,0.989,-1.674,0,6.717,83.278,6.169,1.113,0
-2,14.286,1.107,87.929,0.984,-1.322,0,7.443,86.833,5.883,1.109,0
3,7.407,0.943,79.185,1.015,-1.693,0,7.208,75.611,5.962,1.4,0
0,9.524,1.07,77.238,1.043,-2.78,0,7.004,78.889,5.891,1.17,0
-5.5,19.149,1.065,79.34,1.005,-0.567,0,7.11,69.889,6.626,1.551,0
-2.5,15.385,1.128,87.154,1.007,-2.19,0,7.063,97.5,4.818,1.026,0
1.5,8.333,1.02,75.083,0.995,-1.653,0,6.981,70.833,5.861,1.162,0
9.5,17.213,1.114,88.492,0.999,-1.035,0,7.286,88.833,6.512,1.098,0
1,11.111,0.977,74.778,0.996,-2.282,0,7.155,69.889,6.015,1.299,0
-2,16.364,1.033,76.364,0.998,-1.839,0,6.968,66.722,5.71,1.159,0
0.5,0,1.063,76.5,1.043,-0.76,0,10.037,76.5,5.297,1.225,0
2,11.111,1.042,72.694,1.013,-1.765,0,6.757,66.944,5.191,1.26,0
-1,25,1.148,83.55,1.023,-0.411,0,6.709,84.889,6.369,1.184,0
0,9.091,0.972,76,1.002,-2.563,0,6.775,75.333,6.872,1.02,0
2,6.452,0.997,84.903,0.984,-2.864,0,6.749,86.333,5.611,1.3,0
0,11.111,1.241,82.944,1.023,-1.507,0,6.712,82.944,4.972,1.031,0
2.5,8.621,0.993,76.466,1.012,-1.079,0,6.627,69.278,5.176,1.444,0
1.5,9.677,1.002,77.774,0.983,-1.648,0,6.684,76.611,5.611,1.056,0
7,6.25,0.875,76.031,0.994,-3.254,0,6.93,68.389,5.568,1.198,0
-1,9.091,0.936,81.667,0.982,-2.824,0,6.994,80.111,5.606,1.169,0
-3.5,25,1.289,88.563,1.033,2.065,0,7.297,88.563,5.063,0.985,0
-1,14.286,0.893,76.333,0.968,-2.056,0,6.78,73.944,6.214,1.255,0
-1,9.091,0.88,80.455,0.938,-3.561,0,11.032,80.455,4.838,1.628,0
0,7.895,0.952,77.237,0.969,-1.872,0,6.995,77.222,6.04,1.285,0
1.5,0,1.029,79.412,1.034,-1.472,0,7.543,79.412,5.445,1.24,0
2.5,12.245,1.072,78.673,1.028,-2.163,0,7.274,80.833,5.866,1.252,0
0,7.143,0.988,83.214,1.004,-2.854,0,8.921,83.214,6.085,1.172,0
4,9.375,1.043,92,0.996,-2.312,0,7.083,94.222,6.062,1.243,0
-1.5,16.667,1.007,78.567,0.994,-1.244,0,6.971,82.444,5.043,1.114,0
3,11.667,0.979,73.917,0.992,-2.558,0,6.576,60.222,5.789,1.209,0
0,16.364,1.032,78.309,0.994,-1.793,0,6.506,71.833,7.118,0.945,0
0,5,1.096,82.95,1.003,1.282,0,6.795,81.778,4.71,1.124,0
-6.5,29.167,1.095,87.167,0.979,2.211,0,6.755,79.389,5.332,1.134,0
1,0,1.093,79.538,1.079,-1.183,0,9.002,79.538,5.999,1.006,0
-1,16.667,1.024,77.3,1.011,-1.542,0,6.601,77.667,6.134,1.334,0
-2,21.429,1.138,82.107,1.021,-2.074,0,6.917,82.667,6.052,1.094,0
-6,28.205,1.151,79.872,0.985,-0.408,0,6.8,82.222,6.088,1.152,0
-10,43.75,1.323,94.938,0.981,0.905,0,6.804,98.611,5.998,1.116,0
-3,25,1.26,81.75,1.04,1.521,0,7.701,81.75,5.578,1.222,0
2.5,5.882,0.928,80.353,0.998,-2.571,0,6.976,84.389,6.402,1.309,0
2,18.519,1.126,80.778,1.005,-2.466,0,7.389,85.111,6.273,0.981,0
3,0,0.889,77.371,1.02,-0.875,0,7.332,73.667,5.374,1.285,0
2,13.333,1.305,80.133,1.094,1.282,0,8.755,80.133,5.605,1.224,0
5.5,0,0.901,73.091,1.032,-3.592,0,7.378,75.889,6.196,1.156,0
-4,30,1.129,87.9,0.993,0.12,0,7.286,87,5.465,1.16,0
1,0,0.82,89.429,0.985,-1.258,0,9.374,89.429,5.136,1.135,0
1,12.403,1.022,81.535,0.992,-1.89,0,7.525,70.222,6.376,1.112,0
-1,11.111,0.984,80.037,1.004,-1.482,0,7.363,77.5,5.872,1.071,0
3.5,0,0.908,75.765,0.96,-3.452,0,7.905,75.765,5.931,1.322,0
-2,13.333,1.025,92.6,0.985,-1.562,0,8.767,92.6,6.385,1.266,0
-1,18.182,1.089,72.182,1.008,-1.42,0,7.205,77.889,5.348,1.096,0
-1,12.121,1.108,74.182,0.999,-0.349,0,7.196,74.444,6.444,1.366,0
-0.5,20,1.059,75.12,0.969,-2.328,0,7.165,76.833,5.502,1.182,0
0,9.091,1.195,95.364,0.977,-2.875,0,11.632,95.364,5.883,0.916,0
-8,30.303,1.305,96.848,1.009,0.006,0,7.118,101.333,6.078,1.094,0
0.5,25,1.157,83.333,1.037,-0.888,0,10.622,83.333,5.813,1.188,0
-9,16.883,1.049,85.429,1.013,-1.291,0,7.228,80.056,5.794,1.311,0
-1.5,10.345,0.998,79.345,1.049,-0.722,0,7.368,74.056,5.53,1.213,0
0,14.286,1.03,72.214,0.997,-0.603,0,7.545,63.556,6.094,1.056,0
4,9.091,1.015,75.818,1.022,-2.118,0,7.636,76.056,6.403,1.044,0
4,3.704,0.981,84.185,0.996,-3.215,0,7.989,84,6.159,1.087,0
3,3.333,1.115,89.633,1.022,-1.582,0,7.918,88.889,5.51,0.888,0
-4.5,21.429,1.131,77.429,1.019,-1.7,0,7.969,74.833,6.243,0.922,0
-1,14.815,1.077,81.852,1.026,-2.371,0,8.093,78.556,6.588,1.191,0
-2,17.241,1.131,82.586,1.033,-1.948,0,7.762,76.111,6.388,1.071,0
2,0,0.813,79.167,0.964,-3.406,0,12.012,79.167,6.004,1.441,0
-4,26.667,1.157,74.733,1.001,-2.274,0,8.131,74.556,6.677,1.099,0
0,11.765,0.967,72.559,0.979,-1.986,0,8.056,69.167,6.651,1.202,0
0,6.25,1.14,80.375,1.029,-0.349,0,8.75,80.375,5.144,1.472,0
-0.5,14.286,1.119,77.536,1.017,-0.814,0,7.917,74.5,5.666,1.198,0
-1.5,17.391,1.143,80.435,1.015,-1.973,0,7.872,81.833,6.361,1.208,0
5,9.756,1.085,67.683,1.004,-2.835,0,7.613,65.944,5.596,1.168,0
-2.5,13.542,1.134,72.75,1.024,-0.851,0,7.691,65.444,5.271,1.306,0
1,5,0.964,63.85,0.985,-3.364,0,7.497,66.5,5.818,1.306,0
0,6.25,0.965,76.188,0.985,-1.159,1,8.384,76.188,5.153,1.271,0
1.5,12.195,0.996,80.585,0.997,-0.488,0,7.438,82.778,5.381,1.134,0
-2,13.462,0.994,75.538,0.992,-2.518,0,7.502,69.167,6.071,1.095,0
-5,18.519,1.108,88.407,1.038,-0.682,0,7.469,91.944,6.478,1.307,0
1,10.526,0.925,90.368,0.975,-2.883,0,7.613,87.944,6.313,1.211,0
-4,18.75,0.981,83.125,0.974,-1.694,0,7.516,86.333,5.758,1.59,0
3,5.263,0.951,80.053,1.014,-3.869,0,7.344,79.278,6.629,1.065,0
2.5,6.667,0.874,73.567,0.971,-2.628,0,7.538,78.444,6.11,1.332,0
3,0,0.922,60.8,1.137,-0.314,0,9.039,60.8,5.786,1.43,0
0,11.905,1.009,76.286,1.011,-3.253,0,7.503,69.944,6.237,1.109,0
-1,10,0.989,83.5,1.038,0.811,0,7.542,83.833,5.859,1.242,0
0,8.333,0.937,75.583,1.006,-2.741,0,10.757,75.583,5.8,1.164,0
0,9.091,0.994,79.818,1.045,-1.28,0,11.763,79.818,5.851,1.3,0
-3,12.5,0.983,81.688,0.982,-2.013,0,7.449,81.222,5.1,1.127,0
9,5.263,1.042,74.684,1.041,-1.484,0,7.302,72.222,5.428,1.195,0
0,15.789,0.982,83.421,1.003,-2.026,0,7.205,82.389,6.048,1.185,0
-3.5,13.953,1.054,88,0.991,-0.969,0,7.245,86.278,5.478,1.212,0
4,0,0.892,78.611,0.995,-4.911,0,7.612,78.611,5.563,1.147,0
-1,11.111,0.934,83.611,0.991,-1.012,0,7.809,83.611,6.009,1.169,0
-2,12,0.988,67.6,1.017,-2.646,0,8.041,68.167,6.626,1.085,0
3,5.263,0.964,70.421,0.982,-3.381,0,8.086,68.944,6.589,1.169,0
-1,6.061,0.923,78.485,1.001,-1.044,0,8.278,70.333,5.724,1.161,0
1,12.5,1.038,81.188,0.975,-3.011,0,9.418,81.188,5.537,0.969,0
0.5,12,1.024,68.72,1.002,-2.222,0,8.225,69.889,6.562,1.108,0
3,6.122,0.866,88.469,0.98,-2.302,0,8.235,95.444,5.649,1.229,0
0,13.043,0.996,80.652,0.969,-2.479,0,8.084,81.889,5.994,1.14,0
2,16.667,0.955,64,0.976,-2.959,0,12.163,64,6.287,1.1,0
1,14.286,1.018,80.25,1.003,-2.97,0,8.164,84.722,6.097,1.062,0
-4,23.077,1.079,94.538,1.008,0.81,0,8.345,100.833,5.439,1.261,0
-2,21.429,1.091,74.071,1.008,0.884,0,10.918,74.071,4.595,1.189,0
0,11.765,0.986,87.5,1.011,0.316,0,8.823,88.833,5.671,1.181,0
3,8.333,0.893,58.583,0.96,-1.484,0,12.823,58.583,5.131,1.766,0
-6,21.429,1.162,74.75,1.01,-0.813,0,8.624,69.667,5.592,1.226,0
-3,23.077,1.223,85.462,0.989,0.409,0,11.901,85.462,5.582,1.098,0
1.5,4.545,0.998,77.636,1.018,-2.829,0,8.799,73.833,7.106,1.033,0
3,4.762,0.857,81.619,0.974,-2.543,0,8.937,86.278,6.142,1.305,0
-3,20.833,1.003,80.417,0.955,-1.205,0,8.868,74.611,5.471,1.66,0
2.5,9.449,1.028,82.921,1.007,-1.354,0,9.136,75,5.969,1.173,0
0,7.692,1.007,72.308,1.021,0.283,0,12.525,72.308,5.556,1.213,0
0.5,9.333,0.973,76.16,0.994,-1.892,0,9.271,71.333,5.413,1.109,0
-4,25,1.145,73.917,1.018,-0.899,0,9.141,69.389,6.688,1.174,0
3.5,15.217,1.013,78.326,0.986,-3.36,0,9.286,80.944,6.249,1.263,0
3.5,5.714,0.957,80.514,1.009,-2.832,0,9.14,68.889,5.77,1.101,0
2.5,6.667,0.904,73.467,1.008,-2.528,1,9.153,81.611,5.281,1.265,0
-1,16.667,1.041,84.8,0.995,-0.655,0,9.355,81,4.921,1.274,0
-1,23.077,1.192,83.385,0.992,-2.456,0,13.078,83.385,5.764,1.083,0
-5.5,27.027,1.144,79.514,1.012,-0.134,0,9.748,70.444,7.129,1.258,0
-3,17.647,1.047,70.824,1.012,-0.283,0,9.974,66.611,5.704,1.132,0
0,8.333,0.993,77.083,0.968,-2.725,0,14.749,77.083,5.118,1.142,0
0.5,9.615,0.957,74.077,1.008,-2.726,0,9.978,72.944,5.714,1.292,0
1,21.429,1.087,73.929,0.987,-2.994,0,12.521,73.929,6.577,1.052,0
-1.5,8,1.046,71.88,1.023,-2.87,0,9.787,71.111,5.441,1.298,0
-0.5,6.522,1.008,80.37,1.002,-2.387,0,10.056,78.278,5.851,1.079,0
-5,37.5,1.244,71.438,0.995,0.441,0,11.097,71.438,5.806,1.309,0
1,0,0.802,77.692,1.021,-4.945,0,13.177,77.692,6.723,1.178,0
-1,14.286,1.036,85.619,1.008,-2.121,0,9.662,86.889,6.601,1.291,0
4,8.511,1.079,82.702,1.03,-0.93,0,9.619,84.444,5.91,1.086,0
-2,18.605,1.031,68.512,1.011,-1.569,0,9.829,68.722,6.167,1.169,0
-4,22.222,1.112,83.519,1.015,0.299,0,9.69,85.778,6.184,1.31,0
4,0,0.899,79,1,-2.201,0,9.722,74.222,5.538,1.173,0
0.5,14.286,1.157,78.964,1.011,-1.268,0,9.992,80.611,6.056,1.108,0
2,6.061,0.934,79.273,0.976,-3.184,0,9.889,75.667,5.929,1.231,0
1,11.538,0.928,76.654,0.976,-1.218,0,10.143,76.111,5.502,1.455,0
-1,15,1.049,81.7,1.008,-2.562,0,10.098,82.667,6.166,1.088,0
-1,18.182,1.13,68.727,1.015,-2.064,0,16.502,68.727,7.653,0.963,0
1,10.526,0.983,76.421,1.009,-4.012,0,10.304,77.556,5.66,1.164,0
3,2.941,0.981,72.794,1.034,-2.642,0,10.284,76.278,6.022,1.2,0
1,17.021,1.054,78.511,1.014,-1.319,0,10.16,86.722,5.648,1.188,0
-1,20,1.157,85.6,1.004,-2.172,0,10.543,87.111,6.006,0.909,0
0,0,0.937,74.292,0.996,-2.522,0,10.616,69,6.259,1.201,0
-1.5,8,1.016,74.52,1.001,-3.815,0,10.6,76.889,5.246,0.996,0
2,12.245,0.995,73.898,0.973,-2.189,0,10.46,76.333,5.91,1.305,0
-2,18.75,1.08,75.813,0.975,-0.744,0,11.908,75.813,5.522,1.319,0
0,13.636,0.966,69.409,0.98,-2.21,0,10.582,70.278,6.233,1.365,0
-4,21.739,1.04,88.435,0.979,-1.737,0,10.606,91.111,6.174,1.087,0
1,6.667,0.942,67.2,0.984,-2.327,0,10.271,75.278,5.617,1.044,0
2.5,0,0.972,73.625,1.001,-0.826,0,11.437,73.625,5.611,1.271,0
0,17.647,1.084,76.529,0.986,-1.356,0,10.86,76.529,6.328,1.137,0
0,14.286,1.042,63.786,0.978,-0.227,0,13.466,63.786,5.589,1.25,0
0,18.75,1.019,78,0.979,-1.968,0,11.91,78,6.046,1.146,0
-4.5,25,1.193,78.045,1.004,-1.329,0,10.991,72.889,6.071,1.185,0
4,9.524,0.975,72.857,1.018,-2.413,0,11.087,75.056,6.727,1.204,0
-1,16.667,1.136,76.833,0.997,-3.217,0,16.794,76.833,5.397,1.093,0
-3,16,1.049,70.2,1.011,-2.726,0,11.361,73.833,5.363,1.083,0
4,0,0.927,84.636,1.011,-3.128,0,11.245,81.889,6.793,0.99,0
12,7.692,0.892,77.423,1.004,-2.965,0,11.363,75.778,6.506,1.119,0
1.5,10.526,0.956,72.421,1.013,-1.66,0,11.581,72.944,5.722,1.057,0
0.5,8.333,1.095,77.208,1.022,-1.036,0,11.641,68.444,5.341,1.187,0
2.5,10.256,1.061,69,1.011,-2.44,0,11.66,67.833,5.992,1.064,0
-1,14.286,1.009,81.821,1.013,-2.315,0,11.769,79.667,6.417,1.138,0
3,3.846,0.819,83.115,0.993,-1.642,0,11.647,79.222,5.589,1.097,0
1.5,4.348,0.931,80.043,1.001,-2.765,0,11.534,78.444,6.266,1.149,0
2,7.143,0.915,71.429,1.022,0.434,0,14.377,71.429,5.194,1.148,0
7.5,1.961,0.936,78.745,0.994,-2.302,0,11.293,85.278,6.13,1.12,0
-3,20,0.989,73.55,1.012,-0.638,0,11.137,77.222,6.799,1.33,0
0.5,17.647,1.012,80.794,1.012,-0.332,0,11.045,80.056,5.964,1.138,0
-1,20,1.124,73.35,1.034,-2.207,0,10.909,70.444,6.653,1.203,0
4,10.619,0.974,70.54,0.991,-2.349,0,10.914,75.944,5.562,1.041,0
0,6.25,0.92,73.875,0.989,-1.65,0,10.91,71.778,6.452,1.089,0
-3,25,1.149,78.375,1.037,-1.734,0,12.417,78.375,6.31,1.137,0
4.5,15.714,1.041,71.914,1.019,-0.152,0,11.064,67.278,5.191,1.293,0
0,6.667,0.897,71.2,1.001,-3.146,0,13.23,71.2,6.453,1.355,0
3.5,10.638,0.99,86.362,0.985,-1.94,0,11.231,91.167,5.355,1.188,0
-2.5,18.919,1.026,80.595,0.982,-1.564,0,11.174,71.167,5.347,1.218,0
-5,31.25,1.248,84.813,0.957,3.576,0,11.166,82.611,4.148,1.153,0
-0.5,17.857,1.132,79.143,1.006,-1.839,0,11.28,83.056,5.404,1.131,0
0.5,21.429,1.263,80.286,1.043,0.334,0,11.457,79.278,5.764,1.178,0
2,17.073,1.097,74.268,1.023,-0.865,0,11.576,72.333,5.796,1.173,0
-1,10,0.978,74.3,0.983,-4.042,0,11.511,71.611,5.958,1.219,0
-5,18.367,1.081,78.449,1.019,-1.105,0,11.838,72.444,6.059,1.259,0
-2,17.391,1.116,70.478,0.993,-3.667,0,11.832,70.889,6.339,0.899,0
1,2.5,0.97,77.2,0.977,-2.56,0,11.714,79.222,6.471,1.067,0
2,0,0.801,72.706,0.985,-2.511,0,12.646,72.706,5.299,1.673,0
1.5,16.667,1.103,71.778,1.049,-1.081,0,12.206,71.778,5.696,1.189,0
0,8.333,0.912,82.583,1.008,-3.826,0,18.339,82.583,6.62,1.186,0
-0.5,18.519,1.233,76.444,1.015,-1.022,0,12.394,80.611,5.946,1.124,0
1,0,0.772,71,1.004,-3.101,0,18.014,71,6.947,1.183,0
2,18.182,1.073,69.515,0.997,-2.285,0,12.095,76.056,6.208,1.056,0
0.5,12.821,1.13,77.077,1.028,-1.034,0,12.116,71.278,5.95,0.986,0
2,14.634,1.022,75.146,1.005,-0.219,0,12.146,83.056,5.292,1.261,0
4,13.333,0.978,64.2,0.975,-2.956,0,14.46,64.2,6.947,1.129,0
-3,6.818,0.948,80.409,1.017,-0.671,0,12.509,75.778,5.281,1.173,0
-2.5,21.6,1.126,83.616,1.014,-0.846,0,12.56,85.056,6.084,1.263,0
-7,20,1.202,81.6,1.001,-2.04,0,12.671,78.833,6.246,1.114,0
1,5.882,0.961,69.353,1.027,-1.002,0,13.134,69.353,6.205,1.278,0
2,13.253,0.993,80.964,0.985,-1.453,0,12.582,69.444,5.053,1.361,0
2.5,0,0.944,66.889,1.016,-1.538,0,12.501,66.889,4.675,1.206,0
-1.5,20,1.018,77,0.946,-3.452,0,12.478,77.611,5.334,1.279,0
-3,16.216,1.015,94.054,0.986,-2.173,0,12.059,87.722,5.878,1.209,0
-2,33.333,1.131,83.167,1.008,1.034,0,17.522,83.167,5.925,1.265,0
-0.5,14.706,1.047,80.588,0.993,-0.967,0,11.775,80.722,5.66,1.241,0
5,5.556,0.932,75.185,0.989,-1.947,0,11.798,71.389,5.809,1.212,0
-0.5,12.5,1.121,81.875,1.006,-1.426,0,13.278,81.875,6.114,1.132,0
1,0,0.983,74.333,1.016,-2.027,0,14.184,74.333,5.745,1.363,0
2,4,0.984,85.28,0.998,-2.634,0,11.788,88.222,5.998,1.038,0
2.5,3.704,0.956,63.963,1.021,-2.022,0,11.807,69.222,7.035,0.998,0
3,6.579,0.962,66.368,0.961,-2.561,0,11.689,59.167,3.934,1.51,0
2.5,9.346,1.024,77.402,0.994,-1.25,0,11.927,82.444,4.431,1.365,0
0,0,0.935,90.083,1.02,-1.75,0,17.724,90.083,4.721,1.153,0
1,12.121,1.084,75.606,1.03,-1.106,0,11.952,64.667,5.265,1.169,0
-0.5,13.281,1.003,77.148,1.005,-1.738,0,12.041,77.889,5.938,1.028,0
